month,region,service_category,channel,transactions,unique_users,digital_adoption_pct,avg_completion_min,cost_per_txn_sar,csat,sla_met_pct,complaints
2022-08-01,Makkah,Justice & Notary,Call Center,36210,24146,35.3,37.5,24.67,3.43,88.2,52
2022-08-01,Makkah,Justice & Notary,Mobile App,31564,12021,35.3,12.5,5.2,4.02,94.3,23
2022-08-01,Makkah,Justice & Notary,Web Portal,28437,14115,35.3,19.6,8.8,3.87,93.9,25
2022-08-01,Makkah,Labour & HR Services,Branch,106023,86906,36.0,33.7,47.62,3.35,89.3,125
2022-08-01,Makkah,Labour & HR Services,Call Center,53096,33593,36.0,20.6,20.29,3.49,88.4,61
2022-08-01,Makkah,Labour & HR Services,Mobile App,47933,19397,36.0,7.1,4.22,4.26,98.4,24
2022-08-01,Makkah,Labour & HR Services,Web Portal,45280,24177,36.0,10.3,7.11,3.94,95.7,39
2022-08-01,Makkah,Municipal Services,Branch,117509,98737,36.1,39.8,50.76,3.18,87.6,134
2022-08-01,Makkah,Municipal Services,Call Center,64910,42782,36.1,23.5,23.17,3.5,88.4,63
2022-08-01,Makkah,Municipal Services,Mobile App,55351,20663,36.1,7.8,4.39,4.24,99.3,35
2022-08-01,Makkah,Municipal Services,Web Portal,55198,27872,36.1,13.3,6.76,3.97,94.8,34
2022-08-01,Makkah,Social Support & Subsidies,Branch,87152,70971,35.2,34.0,43.62,3.38,86.1,165
2022-08-01,Makkah,Social Support & Subsidies,Call Center,47854,32094,35.2,23.1,21.3,3.5,89.8,79
2022-08-01,Makkah,Social Support & Subsidies,Mobile App,41596,16230,35.2,7.7,4.28,4.22,96.3,19
2022-08-01,Makkah,Social Support & Subsidies,Web Portal,39047,20678,35.2,12.2,6.49,4.03,97.1,36
2022-08-01,Makkah,Traffic & Transport,Branch,159659,137136,37.3,26.3,41.19,3.15,90.7,281
2022-08-01,Makkah,Traffic & Transport,Call Center,80518,49336,37.3,18.2,19.14,3.56,87.1,75
2022-08-01,Makkah,Traffic & Transport,Mobile App,71415,27276,37.3,5.9,3.88,4.16,97.3,47
2022-08-01,Makkah,Traffic & Transport,Web Portal,66959,33988,37.3,9.3,6.11,3.84,96.9,65
2022-08-01,Najran,Business & Licensing,Branch,6930,5511,42.5,135.6,51.6,3.07,83.5,9
2022-08-01,Najran,Business & Licensing,Call Center,3258,2154,42.5,31.0,26.94,3.49,91.0,4
2022-08-01,Najran,Business & Licensing,Mobile App,3998,1509,42.5,12.1,5.6,4.05,98.0,3
2022-08-01,Najran,Business & Licensing,Web Portal,3499,1776,42.5,19.2,8.14,3.73,95.8,4
2022-08-01,Najran,Education & Training,Branch,12008,10001,45.9,29.5,39.72,3.49,87.0,14
2022-08-01,Najran,Education & Training,Call Center,5783,3758,45.9,18.3,17.97,3.72,85.6,7
2022-08-01,Najran,Education & Training,Mobile App,7983,3191,45.9,6.0,3.71,4.26,98.9,4
2022-08-01,Najran,Education & Training,Web Portal,7186,3624,45.9,8.5,5.91,4.04,99.5,5
2022-08-01,Najran,Health Services,Branch,12039,9948,42.4,35.2,49.16,3.53,86.2,12
2022-08-01,Najran,Health Services,Call Center,5648,3572,42.4,20.2,21.68,3.77,85.8,4
2022-08-01,Najran,Health Services,Mobile App,6511,2386,42.4,7.1,4.84,4.47,96.8,2
2022-08-01,Najran,Health Services,Web Portal,5524,2866,42.4,9.3,6.96,4.23,93.9,3
2022-08-01,Najran,Identity & Civil Affairs,Branch,12893,10240,41.8,33.7,44.16,3.46,88.4,15
2022-08-01,Najran,Identity & Civil Affairs,Call Center,6236,3926,41.8,21.5,19.72,3.72,89.7,5
2022-08-01,Najran,Identity & Civil Affairs,Mobile App,6958,2762,41.8,8.2,4.75,4.37,95.4,2
2022-08-01,Najran,Identity & Civil Affairs,Web Portal,6652,3510,41.8,11.4,6.8,4.11,96.5,4
2022-08-01,Najran,Justice & Notary,Branch,4841,3761,40.8,160.8,57.44,3.08,82.1,5
2022-08-01,Najran,Justice & Notary,Call Center,2434,1564,40.8,35.5,27.21,3.49,91.4,3
2022-08-01,Najran,Justice & Notary,Mobile App,2482,943,40.8,12.9,5.82,3.97,96.5,2
2022-08-01,Najran,Justice & Notary,Web Portal,2284,1122,40.8,22.2,8.92,3.93,95.3,2
2022-08-01,Najran,Labour & HR Services,Branch,8446,6698,41.8,35.5,45.15,3.32,91.1,8
2022-08-01,Najran,Labour & HR Services,Call Center,3863,2574,41.8,24.2,19.52,3.54,86.8,4
2022-08-01,Najran,Labour & HR Services,Mobile App,4190,1584,41.8,8.2,4.47,4.2,99.5,3
2022-08-01,Najran,Labour & HR Services,Web Portal,3854,1976,41.8,11.3,6.75,4.08,97.8,3
2022-08-01,Najran,Municipal Services,Branch,8494,6614,41.9,42.8,51.06,3.32,86.3,11
2022-08-01,Najran,Municipal Services,Call Center,4096,2689,41.9,26.2,22.4,3.38,88.3,5
2022-08-01,Najran,Municipal Services,Mobile App,4550,1767,41.9,8.5,4.93,4.21,99.5,3
2022-08-01,Najran,Municipal Services,Web Portal,3982,1947,41.9,12.6,6.99,3.83,94.4,3
2022-08-01,Najran,Social Support & Subsidies,Branch,5857,4939,43.2,40.7,41.13,3.42,89.2,8
2022-08-01,Najran,Social Support & Subsidies,Call Center,3037,1926,43.2,22.0,19.66,3.83,87.9,2
2022-08-01,Najran,Social Support & Subsidies,Mobile App,3450,1332,43.2,8.2,4.98,4.21,96.8,1
2022-08-01,Najran,Social Support & Subsidies,Web Portal,3333,1615,43.2,12.5,7.47,4.0,99.5,2
2022-08-01,Najran,Traffic & Transport,Branch,10053,8226,44.4,27.0,40.72,3.36,90.7,11
2022-08-01,Najran,Traffic & Transport,Call Center,5182,3284,44.4,17.1,20.76,3.5,85.7,5
2022-08-01,Najran,Traffic & Transport,Mobile App,5943,2306,44.4,7.2,3.96,4.1,97.5,4
2022-08-01,Najran,Traffic & Transport,Web Portal,5903,3207,44.4,9.6,6.56,3.97,97.2,5
2022-08-01,Northern Borders,Business & Licensing,Branch,3732,2848,51.1,56.1,64.49,3.42,88.4,5
2022-08-01,Northern Borders,Business & Licensing,Call Center,1864,1122,51.1,33.0,27.58,3.76,88.3,2
2022-08-01,Northern Borders,Business & Licensing,Mobile App,2656,1050,51.1,10.6,6.23,4.3,95.3,1
2022-08-01,Northern Borders,Business & Licensing,Web Portal,2752,1372,51.1,16.3,9.58,4.2,97.4,1
2022-08-01,Northern Borders,Education & Training,Branch,5847,5057,53.3,27.3,42.29,3.68,86.7,6
2022-08-01,Northern Borders,Education & Training,Call Center,3281,2242,53.3,17.0,20.15,3.89,88.1,3
2022-08-01,Northern Borders,Education & Training,Mobile App,5368,1977,53.3,5.5,4.36,4.56,98.1,1
2022-08-01,Northern Borders,Education & Training,Web Portal,5190,2804,53.3,8.4,6.37,4.44,97.4,2
2022-08-01,Northern Borders,Health Services,Branch,5127,4156,51.1,26.2,50.98,3.73,86.3,6
2022-08-01,Northern Borders,Health Services,Call Center,2774,1782,51.1,17.3,21.86,4.06,94.6,1
2022-08-01,Northern Borders,Health Services,Mobile App,4335,1781,51.1,6.7,4.88,4.56,96.9,1
2022-08-01,Northern Borders,Health Services,Web Portal,4499,2359,51.1,9.0,7.45,4.48,99.4,1
2022-08-01,Northern Borders,Identity & Civil Affairs,Branch,6232,5335,53.2,31.7,47.88,3.75,87.6,7
2022-08-01,Northern Borders,Identity & Civil Affairs,Call Center,2995,2006,53.2,21.3,22.89,4.05,92.3,2
2022-08-01,Northern Borders,Identity & Civil Affairs,Mobile App,5157,1880,53.2,7.6,4.76,4.55,98.9,2
2022-08-01,Northern Borders,Identity & Civil Affairs,Web Portal,5160,2692,53.2,11.3,7.02,4.35,97.6,2
2022-08-01,Northern Borders,Justice & Notary,Branch,2338,1950,49.5,58.7,60.06,3.39,83.6,3
2022-08-01,Northern Borders,Justice & Notary,Call Center,1126,702,49.5,35.3,29.17,3.74,87.8,1
2022-08-01,Northern Borders,Justice & Notary,Mobile App,1759,714,49.5,12.9,6.27,4.37,97.8,1
2022-08-01,Northern Borders,Justice & Notary,Web Portal,1672,862,49.5,19.2,10.32,4.1,95.9,1
2022-08-01,Northern Borders,Labour & HR Services,Branch,3888,3209,52.2,37.1,49.24,3.59,87.8,5
2022-08-01,Northern Borders,Labour & HR Services,Call Center,1841,1215,52.2,21.5,20.65,3.74,87.4,2
2022-08-01,Northern Borders,Labour & HR Services,Mobile App,2978,1168,52.2,6.5,4.89,4.43,95.9,1
2022-08-01,Northern Borders,Labour & HR Services,Web Portal,2936,1533,52.2,11.1,7.26,4.11,94.6,2
2022-08-01,Northern Borders,Municipal Services,Branch,3974,3145,52.8,36.7,53.31,3.53,87.4,5
2022-08-01,Northern Borders,Municipal Services,Call Center,2001,1259,52.8,25.7,22.4,3.73,92.7,2
2022-08-01,Northern Borders,Municipal Services,Mobile App,3251,1272,52.8,8.4,5.53,4.55,95.7,1
2022-08-01,Northern Borders,Municipal Services,Web Portal,3119,1574,52.8,14.3,8.14,4.22,95.4,2
2022-08-01,Northern Borders,Social Support & Subsidies,Branch,3298,2635,50.4,33.7,49.98,3.68,90.9,4
2022-08-01,Northern Borders,Social Support & Subsidies,Call Center,1558,994,50.4,21.7,23.94,3.83,88.5,1
2022-08-01,Northern Borders,Social Support & Subsidies,Mobile App,2414,878,50.4,9.0,5.31,4.49,95.0,1
2022-08-01,Northern Borders,Social Support & Subsidies,Web Portal,2072,1052,50.4,12.6,7.09,4.31,96.5,1
2022-08-01,Northern Borders,Traffic & Transport,Branch,4982,4158,52.0,27.7,43.56,3.45,85.4,7
2022-08-01,Northern Borders,Traffic & Transport,Call Center,2973,1878,52.0,18.2,22.52,3.84,88.9,2
2022-08-01,Northern Borders,Traffic & Transport,Mobile App,4448,1822,52.0,5.9,4.73,4.52,98.0,1
2022-08-01,Northern Borders,Traffic & Transport,Web Portal,4244,2305,52.0,9.7,7.14,4.16,95.1,3
2022-08-01,Qassim,Business & Licensing,Branch,17361,14251,37.5,52.3,54.95,3.14,88.2,28
2022-08-01,Qassim,Business & Licensing,Call Center,8644,5570,37.5,31.9,22.72,3.37,90.2,10
2022-08-01,Qassim,Business & Licensing,Mobile App,7856,2825,37.5,10.7,4.93,4.04,97.1,5
2022-08-01,Qassim,Business & Licensing,Web Portal,7744,4007,37.5,16.5,8.21,3.78,95.9,6
2022-08-01,Qassim,Education & Training,Branch,32011,26217,40.5,21.0,42.44,3.35,87.9,31
2022-08-01,Qassim,Education & Training,Call Center,14858,9084,40.5,16.8,16.94,3.69,90.3,14
2022-08-01,Qassim,Education & Training,Mobile App,17075,6321,40.5,5.2,3.75,4.37,96.0,8
2022-08-01,Qassim,Education & Training,Web Portal,16348,8961,40.5,7.9,5.71,4.09,98.2,11
2022-08-01,Qassim,Health Services,Branch,26505,21417,39.9,28.6,42.19,3.43,87.7,29
2022-08-01,Qassim,Health Services,Call Center,14001,8854,39.9,18.3,19.24,3.78,91.7,16
2022-08-01,Qassim,Health Services,Mobile App,13510,5039,39.9,6.2,4.41,4.25,96.9,7
2022-08-01,Qassim,Health Services,Web Portal,11807,6188,39.9,8.9,7.29,4.14,98.9,7
2022-08-01,Qassim,Identity & Civil Affairs,Branch,28989,24293,39.7,33.9,41.31,3.42,87.1,33
2022-08-01,Qassim,Identity & Civil Affairs,Call Center,14348,9572,39.7,22.2,19.34,3.54,85.9,14
2022-08-01,Qassim,Identity & Civil Affairs,Mobile App,13507,4984,39.7,6.0,4.34,4.26,99.2,8
2022-08-01,Qassim,Identity & Civil Affairs,Web Portal,14325,7097,39.7,10.6,6.7,4.03,98.6,11
2022-08-01,Qassim,Justice & Notary,Branch,11582,9219,35.9,54.2,54.23,3.24,85.9,16
2022-08-01,Qassim,Justice & Notary,Call Center,5858,3666,35.9,31.2,22.53,3.46,85.3,8
2022-08-01,Qassim,Justice & Notary,Mobile App,5006,1991,35.9,12.5,5.51,3.98,95.5,3
2022-08-01,Qassim,Justice & Notary,Web Portal,4566,2238,35.9,19.6,7.97,3.74,95.5,3
2022-08-01,Qassim,Labour & HR Services,Branch,17757,14747,37.6,29.8,42.05,3.23,88.0,16
2022-08-01,Qassim,Labour & HR Services,Call Center,9574,6198,37.6,19.8,18.42,3.47,91.1,12
2022-08-01,Qassim,Labour & HR Services,Mobile App,8794,3454,37.6,7.4,4.38,4.16,99.4,5
2022-08-01,Qassim,Labour & HR Services,Web Portal,8416,4335,37.6,10.9,6.51,3.89,99.5,5
2022-08-01,Qassim,Municipal Services,Branch,21307,16562,36.6,36.2,46.83,3.19,88.9,33
2022-08-01,Qassim,Municipal Services,Call Center,9589,6063,36.6,22.8,20.79,3.42,89.1,8
2022-08-01,Qassim,Municipal Services,Mobile App,8233,3205,36.6,8.9,4.56,4.01,94.1,6
2022-08-01,Qassim,Municipal Services,Web Portal,9028,4691,36.6,11.5,7.33,3.8,95.1,12
2022-08-01,Qassim,Social Support & Subsidies,Branch,14414,12257,38.8,35.4,41.33,3.33,87.7,20
2022-08-01,Qassim,Social Support & Subsidies,Call Center,7103,4656,38.8,19.8,21.04,3.54,85.5,10
2022-08-01,Qassim,Social Support & Subsidies,Mobile App,7025,2721,38.8,7.9,4.49,4.27,95.7,4
2022-08-01,Qassim,Social Support & Subsidies,Web Portal,6511,3414,38.8,10.5,6.36,3.89,94.4,5
2022-08-01,Qassim,Traffic & Transport,Branch,24780,21231,39.4,28.3,40.62,3.18,86.8,42
2022-08-01,Qassim,Traffic & Transport,Call Center,12874,8193,39.4,16.9,18.17,3.35,87.5,16
2022-08-01,Qassim,Traffic & Transport,Mobile App,12702,4814,39.4,5.4,4.14,4.1,99.5,8
2022-08-01,Qassim,Traffic & Transport,Web Portal,11886,5973,39.4,8.3,6.02,3.75,93.3,12
2022-08-01,Riyadh,Business & Licensing,Branch,96596,86616,38.7,43.1,46.7,3.33,87.2,126
2022-08-01,Riyadh,Business & Licensing,Call Center,46979,31075,38.7,30.0,23.8,3.59,87.3,71
2022-08-01,Riyadh,Business & Licensing,Mobile App,40525,15934,38.7,11.6,4.57,4.28,96.2,20
2022-08-01,Riyadh,Business & Licensing,Web Portal,47505,25604,38.7,15.1,7.69,4.15,96.1,33
2022-08-01,Riyadh,Education & Training,Branch,174336,138027,43.6,22.8,36.55,3.7,89.1,223
2022-08-01,Riyadh,Education & Training,Call Center,80279,52352,43.6,15.1,14.98,3.9,91.4,65
2022-08-01,Riyadh,Education & Training,Mobile App,108583,41531,43.6,5.6,3.68,4.6,96.7,25
2022-08-01,Riyadh,Education & Training,Web Portal,103625,53049,43.6,8.6,5.55,4.36,93.4,48
2022-08-01,Riyadh,Health Services,Branch,141446,113502,43.5,30.0,40.81,3.88,88.1,121
2022-08-01,Riyadh,Health Services,Call Center,72892,45271,43.5,15.9,19.22,4.04,88.1,45
2022-08-01,Riyadh,Health Services,Mobile App,93310,38070,43.5,6.2,4.06,4.65,97.2,15
2022-08-01,Riyadh,Health Services,Web Portal,85361,42519,43.5,9.0,6.32,4.33,93.8,48
2022-08-01,Riyadh,Identity & Civil Affairs,Branch,161807,129869,42.2,33.4,39.59,3.74,90.0,140
2022-08-01,Riyadh,Identity & Civil Affairs,Call Center,80195,51938,42.2,18.3,19.2,3.91,89.8,72
2022-08-01,Riyadh,Identity & Civil Affairs,Mobile App,91871,34956,42.2,6.5,3.88,4.52,93.8,20
2022-08-01,Riyadh,Identity & Civil Affairs,Web Portal,83579,42158,42.2,9.2,6.43,4.31,94.9,40
2022-08-01,Riyadh,Justice & Notary,Branch,66557,54450,38.6,57.1,46.99,3.49,89.6,75
2022-08-01,Riyadh,Justice & Notary,Call Center,33082,20240,38.6,30.3,23.37,3.69,87.8,30
2022-08-01,Riyadh,Justice & Notary,Mobile App,34751,12865,38.6,9.9,5.01,4.36,98.8,14
2022-08-01,Riyadh,Justice & Notary,Web Portal,29557,15338,38.6,16.4,7.73,4.22,93.8,19
2022-08-01,Riyadh,Labour & HR Services,Branch,95738,78711,44.2,32.0,39.23,3.52,87.9,115
2022-08-01,Riyadh,Labour & HR Services,Call Center,52024,33644,44.2,17.0,20.92,3.83,88.2,54
2022-08-01,Riyadh,Labour & HR Services,Mobile App,60220,23158,44.2,6.4,4.22,4.44,97.1,17
2022-08-01,Riyadh,Labour & HR Services,Web Portal,60586,31328,44.2,8.8,6.29,4.29,97.1,26
2022-08-01,Riyadh,Municipal Services,Branch,115522,95473,39.9,35.1,45.43,3.63,85.8,100
2022-08-01,Riyadh,Municipal Services,Call Center,62142,39126,39.9,19.9,21.62,3.77,88.4,61
2022-08-01,Riyadh,Municipal Services,Mobile App,62386,23621,39.9,6.7,4.46,4.44,97.7,24
2022-08-01,Riyadh,Municipal Services,Web Portal,55903,29172,39.9,12.0,6.03,4.0,96.9,38
2022-08-01,Riyadh,Social Support & Subsidies,Branch,79042,63891,41.4,29.6,39.19,3.57,88.7,79
2022-08-01,Riyadh,Social Support & Subsidies,Call Center,40703,26167,41.4,21.6,17.67,3.82,84.7,28
2022-08-01,Riyadh,Social Support & Subsidies,Mobile App,45905,17328,41.4,7.8,4.12,4.59,96.0,13
2022-08-01,Riyadh,Social Support & Subsidies,Web Portal,41047,21151,41.4,11.5,5.97,4.36,94.8,20
2022-08-01,Riyadh,Traffic & Transport,Branch,158000,130655,42.2,27.4,38.19,3.67,86.7,164
2022-08-01,Riyadh,Traffic & Transport,Call Center,70325,45189,42.2,13.4,18.01,3.77,88.3,59
2022-08-01,Riyadh,Traffic & Transport,Mobile App,81818,31937,42.2,5.9,3.34,4.35,96.3,35
2022-08-01,Riyadh,Traffic & Transport,Web Portal,75582,38864,42.2,8.1,5.48,4.06,98.0,43
2022-08-01,Tabuk,Business & Licensing,Branch,11535,9623,37.7,50.3,54.44,3.08,86.1,20
2022-08-01,Tabuk,Business & Licensing,Call Center,5390,3480,37.7,31.9,26.88,3.41,88.3,9
2022-08-01,Tabuk,Business & Licensing,Mobile App,5330,2043,37.7,10.4,6.05,4.01,98.7,4
2022-08-01,Tabuk,Business & Licensing,Web Portal,5291,2812,37.7,19.8,8.96,3.74,97.5,5
2022-08-01,Tabuk,Education & Training,Branch,20101,16962,41.4,26.1,39.44,3.49,86.0,23
2022-08-01,Tabuk,Education & Training,Call Center,10905,7492,41.4,15.9,19.35,3.68,90.4,13
2022-08-01,Tabuk,Education & Training,Mobile App,11283,4148,41.4,5.9,4.51,4.29,95.1,5
2022-08-01,Tabuk,Education & Training,Web Portal,10653,5614,41.4,9.8,5.91,4.02,94.3,6
2022-08-01,Tabuk,Health Services,Branch,18265,15454,38.5,32.3,47.08,3.34,88.3,29
2022-08-01,Tabuk,Health Services,Call Center,9307,5901,38.5,18.3,22.86,3.63,91.0,6
2022-08-01,Tabuk,Health Services,Mobile App,8029,3002,38.5,7.1,4.28,4.25,97.0,5
2022-08-01,Tabuk,Health Services,Web Portal,8433,4137,38.5,10.7,7.24,3.98,95.2,7
2022-08-01,Tabuk,Identity & Civil Affairs,Branch,19244,16568,38.2,35.5,48.5,3.29,87.8,23
2022-08-01,Tabuk,Identity & Civil Affairs,Call Center,10258,6623,38.2,22.1,20.44,3.51,85.4,12
2022-08-01,Tabuk,Identity & Civil Affairs,Mobile App,9516,3692,38.2,7.7,4.74,4.24,97.2,6
2022-08-01,Tabuk,Identity & Civil Affairs,Web Portal,8848,4491,38.2,13.4,7.28,3.87,98.9,9
2022-08-01,Tabuk,Justice & Notary,Branch,7382,6025,37.3,64.4,61.01,3.1,86.1,9
2022-08-01,Tabuk,Justice & Notary,Call Center,3755,2396,37.3,34.8,27.44,3.37,85.4,5
2022-08-01,Tabuk,Justice & Notary,Mobile App,3591,1330,37.3,13.4,6.12,4.01,99.3,3
2022-08-01,Tabuk,Justice & Notary,Web Portal,3374,1737,37.3,19.5,9.59,3.61,99.5,4
2022-08-01,Tabuk,Labour & HR Services,Branch,12212,9759,40.8,33.5,45.87,3.27,87.4,21
2022-08-01,Tabuk,Labour & HR Services,Call Center,6063,3890,40.8,24.3,21.78,3.52,87.6,6
2022-08-01,Tabuk,Labour & HR Services,Mobile App,6858,2815,40.8,7.9,4.41,4.14,95.7,5
2022-08-01,Tabuk,Labour & HR Services,Web Portal,5632,2976,40.8,11.4,7.48,3.84,90.3,7
2022-08-01,Tabuk,Municipal Services,Branch,14082,11711,38.2,37.4,50.08,3.14,83.5,21
2022-08-01,Tabuk,Municipal Services,Call Center,6873,4215,38.2,25.4,24.57,3.42,90.1,8
2022-08-01,Tabuk,Municipal Services,Mobile App,6595,2651,38.2,9.0,5.11,3.99,98.2,3
2022-08-01,Tabuk,Municipal Services,Web Portal,6413,3188,38.2,13.0,6.98,3.71,93.5,5
2022-08-01,Tabuk,Social Support & Subsidies,Branch,10258,8339,38.1,32.7,44.72,3.22,88.3,17
2022-08-01,Tabuk,Social Support & Subsidies,Call Center,5080,3208,38.1,21.7,21.32,3.58,88.8,6
2022-08-01,Tabuk,Social Support & Subsidies,Mobile App,4586,1773,38.1,8.0,4.79,4.15,93.8,2
2022-08-01,Tabuk,Social Support & Subsidies,Web Portal,4251,2180,38.1,11.5,6.66,3.9,96.1,3
2022-08-01,Tabuk,Traffic & Transport,Branch,17788,14056,38.2,31.1,41.84,3.13,87.8,31
2022-08-01,Tabuk,Traffic & Transport,Call Center,8987,5389,38.2,20.0,21.01,3.43,88.8,9
2022-08-01,Tabuk,Traffic & Transport,Mobile App,8269,3165,38.2,6.7,4.09,3.95,94.7,9
2022-08-01,Tabuk,Traffic & Transport,Web Portal,7149,3625,38.2,9.9,6.27,3.84,99.1,6
2022-09-01,Al-Baha,Business & Licensing,Branch,5052,4050,44.0,114.2,58.67,3.27,81.7,7
2022-09-01,Al-Baha,Business & Licensing,Call Center,2541,1644,44.0,42.6,24.58,3.47,86.5,3
2022-09-01,Al-Baha,Business & Licensing,Mobile App,3406,1270,44.0,10.5,5.25,4.08,94.8,2
2022-09-01,Al-Baha,Business & Licensing,Web Portal,3109,1585,44.0,18.5,8.4,3.87,96.3,3
2022-09-01,Al-Baha,Education & Training,Branch,8776,7229,47.4,28.5,39.49,3.62,89.0,10
2022-09-01,Al-Baha,Education & Training,Call Center,4350,2880,47.4,17.4,19.87,3.82,87.5,3
2022-09-01,Al-Baha,Education & Training,Mobile App,5848,2238,47.4,6.1,4.17,4.39,99.0,2
2022-09-01,Al-Baha,Education & Training,Web Portal,6069,3070,47.4,9.5,6.06,4.3,95.5,3
2022-09-01,Al-Baha,Health Services,Branch,8599,6960,48.5,32.1,47.36,3.63,86.0,7
2022-09-01,Al-Baha,Health Services,Call Center,3883,2507,48.5,19.7,21.87,3.8,92.0,3
2022-09-01,Al-Baha,Health Services,Mobile App,6253,2387,48.5,7.3,4.56,4.44,94.6,2
2022-09-01,Al-Baha,Health Services,Web Portal,5674,2805,48.5,9.9,7.26,4.27,95.2,4
2022-09-01,Al-Baha,Identity & Civil Affairs,Branch,9121,7363,47.4,37.5,42.91,3.56,85.1,13
2022-09-01,Al-Baha,Identity & Civil Affairs,Call Center,4239,2563,47.4,22.4,21.58,3.9,90.1,4
2022-09-01,Al-Baha,Identity & Civil Affairs,Mobile App,6232,2300,47.4,7.6,4.45,4.55,99.3,2
2022-09-01,Al-Baha,Identity & Civil Affairs,Web Portal,6318,3279,47.4,13.8,6.54,4.16,97.7,4
2022-09-01,Al-Baha,Justice & Notary,Branch,3640,2987,42.7,169.1,59.14,3.1,85.1,6
2022-09-01,Al-Baha,Justice & Notary,Call Center,1870,1179,42.7,34.9,28.58,3.5,86.9,2
2022-09-01,Al-Baha,Justice & Notary,Mobile App,2097,823,42.7,12.8,6.46,4.32,96.0,1
2022-09-01,Al-Baha,Justice & Notary,Web Portal,1871,947,42.7,22.2,9.24,4.02,95.6,2
2022-09-01,Al-Baha,Labour & HR Services,Branch,5281,4439,48.5,30.5,46.55,3.41,86.9,7
2022-09-01,Al-Baha,Labour & HR Services,Call Center,2611,1669,48.5,20.4,23.04,3.64,89.7,3
2022-09-01,Al-Baha,Labour & HR Services,Mobile App,4180,1640,48.5,8.2,4.81,4.27,93.3,2
2022-09-01,Al-Baha,Labour & HR Services,Web Portal,3747,1911,48.5,11.6,7.65,3.93,97.2,3
2022-09-01,Al-Baha,Municipal Services,Branch,5718,4865,45.8,41.6,46.88,3.29,89.7,7
2022-09-01,Al-Baha,Municipal Services,Call Center,3481,2228,45.8,24.7,25.92,3.65,87.9,3
2022-09-01,Al-Baha,Municipal Services,Mobile App,3917,1539,45.8,8.6,4.82,4.22,97.2,2
2022-09-01,Al-Baha,Municipal Services,Web Portal,3723,1880,45.8,11.9,8.17,4.01,99.5,3
2022-09-01,Al-Baha,Social Support & Subsidies,Branch,4380,3673,45.3,39.5,49.38,3.5,88.5,6
2022-09-01,Al-Baha,Social Support & Subsidies,Call Center,2251,1425,45.3,25.4,20.93,3.86,89.2,2
2022-09-01,Al-Baha,Social Support & Subsidies,Mobile App,3211,1188,45.3,8.5,4.24,4.37,96.7,1
2022-09-01,Al-Baha,Social Support & Subsidies,Web Portal,2602,1305,45.3,12.0,7.91,4.08,94.0,1
2022-09-01,Al-Baha,Traffic & Transport,Branch,7265,6037,48.0,30.8,40.21,3.41,89.9,9
2022-09-01,Al-Baha,Traffic & Transport,Call Center,3921,2662,48.0,20.4,18.54,3.66,88.6,6
2022-09-01,Al-Baha,Traffic & Transport,Mobile App,5589,2162,48.0,7.1,4.25,4.29,97.4,3
2022-09-01,Al-Baha,Traffic & Transport,Web Portal,4517,2403,48.0,10.2,6.66,3.93,97.7,5
2022-09-01,Al-Jouf,Business & Licensing,Branch,6591,5389,35.1,49.2,51.85,3.26,87.8,9
2022-09-01,Al-Jouf,Business & Licensing,Call Center,3414,2156,35.1,30.7,24.39,3.56,90.6,4
2022-09-01,Al-Jouf,Business & Licensing,Mobile App,2884,1090,35.1,10.7,5.85,4.39,97.4,1
2022-09-01,Al-Jouf,Business & Licensing,Web Portal,2636,1332,35.1,17.6,7.41,3.95,96.9,2
2022-09-01,Al-Jouf,Education & Training,Branch,11493,9180,36.8,24.7,37.57,3.56,91.9,11
2022-09-01,Al-Jouf,Education & Training,Call Center,6109,4105,36.8,15.3,19.18,3.89,87.7,5
2022-09-01,Al-Jouf,Education & Training,Mobile App,5574,2154,36.8,5.9,3.7,4.31,98.4,2
2022-09-01,Al-Jouf,Education & Training,Web Portal,4759,2419,36.8,7.9,5.85,4.2,99.5,2
2022-09-01,Al-Jouf,Health Services,Branch,11380,9410,36.1,30.1,44.46,3.67,90.4,11
2022-09-01,Al-Jouf,Health Services,Call Center,5127,3257,36.1,18.4,21.24,3.87,88.9,4
2022-09-01,Al-Jouf,Health Services,Mobile App,4871,1957,36.1,6.7,4.45,4.54,99.5,1
2022-09-01,Al-Jouf,Health Services,Web Portal,4538,2336,36.1,9.2,6.87,4.27,97.8,2
2022-09-01,Al-Jouf,Identity & Civil Affairs,Branch,11732,9884,37.8,35.1,49.1,3.51,88.5,14
2022-09-01,Al-Jouf,Identity & Civil Affairs,Call Center,6578,4197,37.8,20.6,19.34,3.94,89.6,6
2022-09-01,Al-Jouf,Identity & Civil Affairs,Mobile App,5543,2113,37.8,7.5,4.52,4.56,97.6,1
2022-09-01,Al-Jouf,Identity & Civil Affairs,Web Portal,5061,2703,37.8,11.2,7.3,4.12,96.5,4
2022-09-01,Al-Jouf,Justice & Notary,Branch,4816,4101,33.9,63.0,55.75,3.4,86.4,6
2022-09-01,Al-Jouf,Justice & Notary,Call Center,2371,1530,33.9,39.7,26.76,3.58,89.3,3
2022-09-01,Al-Jouf,Justice & Notary,Mobile App,1922,782,33.9,11.4,5.17,4.34,97.8,1
2022-09-01,Al-Jouf,Justice & Notary,Web Portal,1832,962,33.9,18.2,8.01,3.99,94.7,1
